num__fixed acidity,num__volatile acidity,num__citric acid,num__residual sugar,num__chlorides,num__free sulfur dioxide,num__total sulfur dioxide,num__density,num__pH,num__sulphates,num__alcohol,cat__type_red,cat__type_white,quality
-0.4595666803102463,1.9043134051030803,-2.1657389015890915,-0.453257163630627,1.5385126540877172,-0.5286600440919229,-1.4816339173454955,0.6106684037859844,1.398283857613798,0.6259071207452813,-0.21147296350531794,1.0,0.0,5
0.07051906717282422,1.003717621984508,-0.9395181442001829,-0.6562731209226543,0.35310740095998505,-1.0470056740985194,-1.5349010776165177,1.0843357797933308,1.8319619656175528,1.2856876945420592,-0.8812646672316334,1.0,0.0,6
1.6607763096220358,1.4840353729810796,-1.2120116458421626,-0.6788304495106573,0.7219001463775018,-0.29828420853343557,-1.1797866758097024,1.2274582962847507,-0.5222906206885499,0.164060719087537,-0.7138167413000552,1.0,0.0,5
-0.15666053889134865,0.5233998709879362,-0.12203763927424371,-0.6788304495106573,0.7482424853358958,-1.3925694274362506,-1.3395881566227694,-0.35370474304911437,0.6548356724645014,-0.49571985470924124,1.1281104439473115,1.0,0.0,6
-0.913925892438592,0.10312183886593582,0.014209111546746275,-0.8818464068026846,-0.09471236133271399,-0.24069024964381375,1.0396783354828931,-0.12198257349155932,0.9646057496100402,0.03210460432818127,-1.4673324079921584,0.0,1.0,5
0.14624560252754895,0.10312183886593582,0.08233248695724127,-0.8141744210386755,-0.8322978521677473,-0.1830962907541919,-1.0554966351773172,-1.0216098200090993,-0.08861251268479507,-1.3534346006450526,0.542042703186785,0.0,1.0,6
-0.7624728217291432,-1.1577122575000651,-0.3264077655057283,-0.8141744210386755,-0.4108204288334425,1.1991587225967322,0.04535801042381023,-1.226070557854012,0.3450655953189598,-1.0235443137466638,0.542042703186785,0.0,1.0,6
-0.4595666803102463,-0.43723563100520724,0.014209111546746275,-0.8367317496266786,-0.33179341195826045,-0.7014419207607885,-0.3807792717443681,-1.3828237902017722,-0.7081526669758754,0.164060719087537,1.421144314327574,0.0,1.0,5
1.2064170974936899,1.6041148107302228,-0.8713947687896879,-0.22768387775059673,0.9853235359614421,-0.010314414085326379,-0.8069165539125465,1.1490816801108896,-0.026658497255685663,-0.23180762519053016,-0.4626448524026866,1.0,0.0,6
-0.38384014495552155,-1.1577122575000651,0.4229493640097159,-0.7465024352746664,-0.5161897846670188,-0.5862540029815447,-0.540580752557435,-1.376008432273602,-0.8320606978340915,-0.03387345305149659,0.7094906291183647,0.0,1.0,6
0.22197213788227302,-0.6173547876289218,2.0579103738615943,1.2610998090576033,-0.3054510729998664,1.1991587225967322,0.6845639336760777,1.1218202483982094,-0.39838258983033387,-0.6276759694685969,-1.4673324079921584,0.0,1.0,5
-0.6110197510196944,-0.13703703663234995,-0.3945311409162233,0.6520519371815215,-0.17373937820789603,1.314346640375976,1.1639683761152784,0.21878532291660321,-0.5222906206885499,-0.23180762519053016,-0.7975407042658443,0.0,1.0,5
0.37342520859172185,-0.5573150687543503,-0.12203763927424371,0.6294946085935185,-0.4898474457086247,2.1206620648306815,1.4480598975607306,0.35850016044395705,-0.7701066824049821,-0.23180762519053016,-0.37892088943689756,0.0,1.0,5
1.812229380331484,-0.13703703663234995,1.03605974270417,-0.8141744210386755,-0.015685344457531777,-1.219787550767385,-1.6059239579778808,0.8355752154153695,-0.026658497255685663,1.8794902109591591,-0.21147296350531794,1.0,0.0,7
-0.23238707424607272,-0.257116474381493,0.8998129918831804,-0.8141744210386755,-0.46350510675023066,0.3352493392524047,0.13413661087551404,-1.3317086057405534,-0.9559687286923076,-0.42974179732956375,0.458318740220996,0.0,1.0,7
0.07051906717282422,0.4633601521133647,0.4229493640097159,0.40392132271348813,-0.3054510729998664,-0.06790837297494821,0.13413661087551404,-0.6808419236009368,-0.21252054354301114,-1.0895223711263415,1.7141781847078363,0.0,1.0,7
2.6452212692334514,0.3432807143642219,1.104183118114665,-0.6562731209226543,1.8019360436716576,-0.874223797429654,-1.1620309557193618,1.1933815066439382,-1.2037847904087398,1.813512153579482,-0.7138167413000552,1.0,0.0,6
-0.0052074681818998474,1.4239956541065082,-1.9613687753576068,-0.6111584637466483,0.5375037736687432,-1.3349754685466286,-1.5349010776165177,0.4027999869770057,0.7787437033227175,-0.09985151043117445,-0.4626448524026866,1.0,0.0,5
-0.23238707424607272,-0.37719591213063575,0.6273194902412005,-0.8141744210386755,-1.0693789027932938,-1.3925694274362506,-1.0554966351773172,-1.9553138561674897,-0.39838258983033387,-0.891588198987308,2.3839698884341516,0.0,1.0,5
0.2976986732369971,1.6641545296047942,0.014209111546746275,-0.6337157923346513,0.6692154684607136,-1.3349754685466286,-1.0732523552676578,0.7163064516725258,0.8406977187518241,-0.09985151043117445,-0.9649886301974224,1.0,0.0,5
-0.08093400353662458,-0.0169575988832069,-1.1438882704316677,-0.8592890782146816,-0.09471236133271399,1.7750983114929506,1.2172355363863006,-0.3059972375519618,-0.8320606978340915,-0.6936540268482748,-1.132436556129002,0.0,1.0,5
-0.08093400353662458,0.6434793087370793,-0.5307778917372133,-0.5209291493946361,-0.4371627677918366,-0.35587816742305745,-0.4873135922864127,-2.0030213616646044,-1.7613709292707107,-1.0235443137466638,2.3839698884341516,0.0,1.0,8
-0.6110197510196944,-1.0376328197509221,0.014209111546746275,-0.5886011351586452,-0.2264240561246842,0.6232191337005138,1.5190827779220937,-0.23784365827033685,1.7080539347593366,-0.23180762519053016,-0.7138167413000552,0.0,1.0,6
-0.4595666803102463,-0.07699731775777843,-0.05391426386374872,-0.8367317496266786,-0.9640095469597175,-0.06790837297494821,-0.45180215210573116,-1.4134929008785184,0.22115756446074375,-0.6276759694685969,1.5467302587762581,0.0,1.0,8
-0.08093400353662458,-0.37719591213063575,0.8316896164726855,-0.7239451066866635,-0.647901479458989,0.1048735036939173,-0.1321991904795974,-1.2942241371356369,0.15920354903163708,-0.36376373994988587,1.3792823328446786,0.0,1.0,7
0.14624560252754895,-0.07699731775777843,0.8316896164726855,0.5843799514175123,-0.17373937820789603,0.565625174810892,1.9984872203612942,0.7810523519900469,-0.646198651546766,-0.09985151043117445,-1.2998844820605802,0.0,1.0,5
